Chr	Start	End	CytoBand	#Gene_name
2	86420149	86420231	p11.2	MIR4779
2	86426478	86440917	p11.2	MRPL35
2	86441116	86565206	p11.2	REEP1
2	86441116	86565206	p11.2	REEP1
2	86667770	86719839	p11.2	KDM3A
2	86730554	86948245	p11.2	CHMP3
2	86732791	86948245	p11.2	RNF103-CHMP3
2	86742327	86742431	p11.2	RNU6-640P
2	86830516	86850989	p11.2	RNF103
2	86947296	87005164	p11.2	RMND5A
2	87011729	87035519	p11.2	CD8A
2	87042462	87089047	p11.2	CD8B
2	87098424	87149816	p11.2	ANAPC1P1
2	87135076	87241104	p11.2	RGPD1
2	87229682	87248975	p11.2	PLGLB1
2	87421909	87421982	p11.2	MIR4771-1
2	87421909	87421982	p11.2	MIR4771-2
2	87565634	87566158	p11.2	IGKV3OR2-268
2	87754887	87906324	p11.2	LINC00152
2	87929274	87929353	p11.2	MIR4435-1
2	87929274	87929353	p11.2	MIR4435-2
2	88047606	88058312	p11.2	PLGLB2
2	88055474	88285309	p11.2	RGPD2
2	88124461	88124662	p11.2	MTATP8P2
2	88315873	88316066	p11.2	RNU2-63P
2	88326724	88355248	p11.2	KRCC1
2	88367299	88412906	p11.2	SMYD1
2	88382038	88382118	p11.2	MIR4780
2	88422510	88427635	p11.2	FABP1
2	88469835	88486146	p11.2	THNSL2
2	88529088	88529183	p11.2	RNY4P15
2	88664214	88665127	p11.2	MRPL45P1
2	88667312	88667381	p11.2	RNU6-568P
2	88683013	88683116	p11.2	RNU6-1168P
2	88714417	88714523	p11.2	RNU6-1007P
2	88747726	88752131	p11.2	FOXI3
2	88824169	88829102	p11.2	TEX37
2	88856259	88927094	p11.2	EIF2AK3
2	88991162	89050452	p11.2	RPIA
2	89065324	89106126	p11.2	ANKRD36BP2
2	89111884	89111968	p11.2	MIR4436A
2	89156674	89157196	p11.2	IGKC
2	89160080	89160117	p11.2	IGKJ5
2	89160398	89160434	p11.2	IGKJ4
2	89160733	89160770	p11.2	IGKJ3
2	89161037	89161074	p11.2	IGKJ2
2	89161398	89161435	p11.2	IGKJ1
2	89184913	89185669	p11.2	IGKV4-1
2	89196748	89197300	p11.2	IGKV5-2
2	89214597	89214894	p11.2	IGKV7-3
2	89221844	89222269	p11.2	PGBD4P5
2	89231184	89231898	p11.2	IGKV2-4
2	89246819	89247475	p11.2	IGKV1-5
2	89265781	89266286	p11.2	IGKV1-6
2	89277987	89278600	p11.2	IGKV3-7
2	89291928	89292450	p11.2	IGKV1-8
2	89309479	89310012	p11.2	IGKV1-9
2	89319489	89320183	p11.2	IGKV2-10
2	89326668	89327228	p11.2	IGKV3-11
2	89339721	89340242	p11.2	IGKV1-12
2	89345492	89345963	p11.2	IGKV1-13
2	89377506	89378280	p11.2	IGKV2-14
2	89384673	89385283	p11.2	IGKV3-15
2	89399352	89399854	p11.2	IGKV1-16
2	89416833	89417335	p11.2	IGKV1-17
2	89428207	89428966	p11.2	IGKV2-18
2	89434458	89434740	p11.2	IGKV2-19
2	89442057	89442643	p11.2	IGKV3-20
2	89459235	89459850	p11.2	IGKV6-21
2	89470259	89470696	p11.2	IGKV1-22
2	89471506	89472037	p11.2	IGKV2-23
2	89475812	89476644	p11.2	IGKV2-24
2	89491988	89492240	p11.2	IGKV3-25
2	89495584	89496317	p11.2	IGKV2-26
2	89512908	89513413	p11.2	IGKV1-27
2	89521179	89521942	p11.2	IGKV2-28
2	89533655	89534393	p11.2	IGKV2-29
2	89544264	89545079	p11.2	IGKV2-30
2	89551697	89552222	p11.2	IGKV3-31
2	89553057	89553501	p11.2	IGKV1-32
2	89567758	89568263	p11.2	IGKV1-33
2	89575056	89575545	p11.2	IGKV3-34
2	89586446	89586730	p11.2	IGKV1-35
2	89594990	89595212	p11.2	IGKV2-36
2	89597021	89597542	p11.2	IGKV1-37
2	89609655	89609901	p11.2	IGKV2-38
2	89619383	89619904	p11.2	IGKV1-39
2	89629873	89630186	p11.2	IGKV2-40
2	89890601	89891307	p11.2	IGKV2D-40
2	89901292	89901791	p11.2	IGKV1D-39
2	89911273	89911512	p11.2	IGKV2D-38
2	89923550	89924026	p11.2	IGKV1D-37
2	89925832	89926057	p11.2	IGKV2D-36
2	89934312	89934582	p11.2	IGKV1D-35
2	89945567	89946056	p11.2	IGKV3D-34
2	89952792	89953355	p11.2	IGKV1D-33
2	89967232	89967677	p11.2	IGKV1D-32
2	89968511	89969012	p11.2	IGKV3D-31
2	89975669	89976489	p11.2	IGKV2D-30
2	89986322	89987079	p11.2	IGKV2D-29
2	89998789	89999564	p11.2	IGKV2D-28
2	90007677	90008154	p11.2	IGKV1D-27
2	90024732	90025512	p11.2	IGKV2D-26
2	90028797	90029031	p11.2	IGKV3D-25
2	90043607	90044439	p11.2	IGKV2D-24
2	90048212	90048737	p11.2	IGKV2D-23
2	90049551	90049994	p11.2	IGKV1D-22
2	90060377	90060995	p11.2	IGKV6D-21
2	90077680	90078311	p11.2	IGKV3D-20
2	90085628	90085889	p11.2	IGKV2D-19
2	90091427	90092218	p11.2	IGKV2D-18
2	90108504	90109080	p11.2	IGKV6D-41
2	90121477	90122133	p11.2	IGKV1D-17
2	90139078	90139580	p11.2	IGKV1D-16
2	90153696	90154258	p11.2	IGKV3D-15
2	90160638	90161416	p11.2	IGKV2D-14
2	90192768	90193424	p11.2	IGKV1D-13
2	90198535	90199190	p11.2	IGKV1D-12
2	90211643	90212253	p11.2	IGKV3D-11
2	90218730	90219428	p11.2	IGKV2D-10
2	90229045	90229531	p11.2	IGKV1D-42
2	90248739	90249395	p11.2	IGKV1D-43
2	90259593	90260248	p11.2	IGKV1D-8
2	90273679	90274235	p11.2	IGKV3D-7
2	91679087	91679734	p11.1	IGKV1OR2-118
2	91862883	91862992	p11.1	RNA5SP100
2	91872473	91874507	p11.1	DRD5P1
2	91963970	91969195	p11.1	GGT8P
2	92005797	92006650	p11.1	IGKV1OR-1
2	92028627	92031828	p11.1	ABCD1P5
2	92065995	92068221	p11.1	PABPC1P6
2	92071102	92119740	p11.1	SLC9B1P2
2	92128694	92130496	p11.1	ACTR3BP2
2	92145462	92151636	p11.1	CHEK2P3
2	92222172	92223026	p11.1	IGKV1OR2-2
2	95391419	95391680	q11.1	CNN2P11
2	95403082	95403994	q11.1	CNN2P8
2	95425004	95426024	q11.1	CYP4F32P
2	95452433	95453006	q11.1	SNX18P14
2	95476791	95523027	q11.1	ANKRD20A8P
2	95512278	95512384	q11.1	RNU6-1320P
2	95537178	95542574	q11.1	TEKT4
2	95578177	95578576	q11.1	RPS24P6
2	95635180	95640576	q11.1	TEKT4
2	95669292	95669588	q11.1	RN7SL575P
2	95691422	95719737	q11.1	MAL
2	95752952	95815179	q11.1	MRPS5
2	95813075	95831158	q11.1	ZNF514
2	95831177	95850065	q11.1	ZNF2
2	95940201	95957056	q11.1	PROM2
2	95963052	96051825	q11.1	KCNIP3
2	96034255	96034633	q11.1	FABP7P2
2	96068469	96082364	q11.1	FAHD2A
2	96111911	96122840	q11.1	UBTFL5
2	96142715	96150479	q11.1	TRIM43B
2	96180575	96185855	q11.1	TRIM64FP
2	96212279	96213315	q11.1	OR7E102P
2	96240647	96246512	q11.1	TRIM51JP
2	96257766	96265526	q11.1	TRIM43
2	96285392	96296321	q11.1	UBTFL3
2	96472866	96481963	q11.1	LINC00342
2	96514587	96657541	q11.1	ANKRD36C
2	96670313	96670601	q11.1	RN7SL210P
2	96676299	96689128	q11.1	FAHD2CP
2	96687694	96705199	q11.1	GPAT2
2	96778707	96781984	q11.1	ADRA2B
2	96789589	96804175	q11.2	ASTL
2	96808905	96811179	q11.2	DUSP2
2	96850597	96874563	q11.2	STARD7
2	96874154	96908359	q11.2	STARD7-AS1
2	96914254	96931732	q11.2	TMEM127
2	96931870	96939087	q11.2	CIAO1
2	96940074	96971297	q11.2	SNRNP200
2	96991069	96994091	q11.2	ITPRIPL1
2	97001525	97039583	q11.2	NCAPH
2	97163383	97173846	q11.2	NEURL3
2	97202480	97218375	q11.2	ARID5A
2	97258907	97308524	q11.2	KANSL3
2	97308474	97370624	q11.2	FER1L5
2	97371666	97405801	q11.2	LMAN2L
2	97426639	97477628	q11.2	CNNM4
2	97464015	97464090	q11.2	MIR3127
2	97481982	97499648	q11.2	CNNM3
2	97490263	97523671	q11.2	ANKRD23
2	97502348	97523832	q11.2	ANKRD39
2	97525453	97536494	q11.2	SEMA4C
2	97541620	97684175	q11.2	FAM178B
2	97622445	97622552	q11.2	RNA5SP101
2	97691718	97697373	q11.2	TRIM43CP
2	97712325	97712628	q11.2	IGKV2OR2-1
2	97716466	97716765	q11.2	IGKV2OR2-2
2	97725682	97726152	q11.2	IGKV1OR2-3
2	97749320	97760619	q11.2	FAHD2B
2	97766321	97766609	q11.2	RN7SL313P
2	97779233	97930258	q11.2	ANKRD36
2	97987331	97987617	q11.2	IGKV1OR2-11
2	97996726	97997025	q11.2	IGKV2OR2-10
2	98000864	98001167	q11.2	IGKV2OR2-7
2	98018364	98018640	q11.2	IGKV1OR2-6
2	98024520	98024800	q11.2	IGKV3OR2-5
2	98037725	98038028	q11.2	IGKV2OR2-7D
2	98041867	98042166	q11.2	IGKV2OR2-8
2	98051276	98051562	q11.2	IGKV1OR2-9
2	98108978	98206428	q11.2	ANKRD36B
2	98253060	98254266	q11.2	UBTFL6
2	98262503	98264846	q11.2	COX5B
2	98272431	98280570	q11.2	ACTR1B
2	98280680	98319527	q11.2	LINC01125
2	98281054	98281194	q11.2	RNU4-8P
2	98330023	98356325	q11.2	ZAP70
2	98372799	98612388	q11.2	TMEM131
2	98443711	98444013	q11.2	HMGN1P36
2	98529517	98529580	q11.2	RNU7-96P
2	98703579	98929762	q11.2	VWA3B
2	98822614	98824187	q11.2	ATP5BP1
2	98962618	99015064	q11.2	CNGA3
2	99061317	99210853	q11.2	INPP4A
2	99215773	99224978	q11.2	COA5
2	99225042	99234978	q11.2	UNC50
2	99235569	99347589	q11.2	MGAT4A
2	99310572	99311953	q11.2	YWHAQP5
2	99398873	99399011	q11.2	RNU4-84P
2	99410309	99552722	q11.2	KIAA1211L
2	99457138	99457199	q11.2	RNU7-46P
2	99613724	99771427	q11.2	TSGA10
2	99757948	99939204	q11.2	C2orf15
2	99771418	99779620	q11.2	LIPT1
2	99777890	99797521	q11.2	MITD1
2	99797542	99814089	q11.2	MRPL30
2	99858709	99871745	q11.2	LYG2
2	99900701	99921205	q11.2	LYG1
2	99935445	99957165	q11.2	TXNDC9
2	99953816	100017789	q11.2	EIF5B
2	100016938	100106497	q11.2	REV1
2	100162323	100759201	q11.2	AFF3
2	100824716	100867946	q11.2	LINC01104
2	100889753	100939195	q11.2	LONRF2
2	101008327	101034118	q11.2	CHST10
2	101086944	101099742	q11.2	NMS
2	101172512	101172782	q11.2	RN7SL611P
2	101179152	101193197	q11.2	PDCL3
2	101207612	101207786	q11.2	HMGN2P22
2	101217328	101217618	q11.2	RN7SL360P
2	101276661	101277140	q11.2	NANOGNBP1
2	101436614	101613291	q11.2	NPAS2
2	101618177	101640494	q11.2	RPL31
2	101624079	101869328	q11.2	TBC1D8
2	101710031	101710285	q11.2	RN7SL548P
2	101869264	101886778	q11.2	CNOT11
2	101887681	101925163	q11.2	RNF149
2	101889398	101889511	q11.2	SNORD89
2	101925912	101925996	q11.2	MIR5696
2	101962013	102004057	q11.2	CREG2
2	102013823	102091165	q11.2	RFX8
2	102313312	102511149	q11.2	MAP4K4
2	102608306	102645006	q11.2	IL1R2
2	102681004	102796334	q11.2	IL1R1
2	102803433	102856462	q12.1	IL1RL2
2	102927962	102968497	q12.1	IL1RL1
2	102927989	103015218	q12.1	IL18R1
2	103035149	103069025	q12.1	IL18RAP
2	103048749	103048826	q12.1	MIR4772
2	103089762	103150431	q12.1	SLC9A4
2	103236166	103327777	q12.1	SLC9A2
2	103332299	103353347	q12.1	MFSD9
2	103353367	103460352	q12.1	TMEM182
2	105011460	105012738	q12.1	AHCYP3
2	105049725	105137290	q12.1	LINC01102
2	105104916	105126967	q12.1	LINC01103
2	105363096	105374177	q12.1	LINC01114
2	105387740	105388343	q12.1	HMGB3P11
2	105424030	105469641	q12.1	LINC01158
2	105471969	105476929	q12.1	POU3F3
2	105481955	105489053	q12.1	LINC01159
2	105654441	105716418	q12.1	MRPS9
2	105858200	105859924	q12.1	GPR45
2	105880871	105946491	q12.1	TGFBRAP1
2	105953816	105965668	q12.1	C2orf49
2	105974169	106054970	q12.2	FHL2
2	106361354	106510730	q12.2	NCK2
2	106679702	106694615	q12.2	C2orf40
2	106709759	106810795	q12.2	UXS1
2	106998562	107010027	q12.2	PLGLA
2	107021446	107084832	q12.2	RGPD3
2	107103824	107123396	q12.2	CD8BP
2	107313787	107315132	q12.2	EEF1A1P12
2	107418056	107503564	q12.3	ST6GAL2
2	107439379	107441487	q12.2	ST6GAL2-IT1
2	107557336	107557938	q12.3	PPP1R2P5
2	108370568	108438585	q12.3	GACAT1
2	108439519	108443347	q12.3	RGPD4-AS1
2	108443388	108507297	q12.3	RGPD4
2	108602979	108630450	q12.3	SLC5A7
2	108863651	108881807	q12.3	SULT1C3
2	108905095	108926371	q12.3	SULT1C2
2	108938694	108970255	q12.3	SULT1C2P1
2	108994367	109004513	q12.3	SULT1C4
2	109065017	109125871	q12.3	GCC2
2	109150857	109303702	q12.3	LIMS1
2	109335937	109402267	q12.3	RANBP2
2	109403213	109501933	q12.3	CCDC138
2	109510927	109605828	q12.3	EDAR
2	109510927	109605828	q12.3	EDAR
2	109510927	109605828	q12.3	EDAR
2	109743783	109745386	q12.3	SH3RF3-AS1
2	109745804	110262207	q12.3	SH3RF3
2	109757946	109758044	q12.3	MIR4265
2	109867878	109868102	q12.3	SNRPGP9
2	109930027	109930081	q12.3	MIR4266
2	110300559	110371783	q13	SEPT10
2	110371911	110376563	q13	SOWAHC
2	110424705	110425579	q13	BMS1P19
2	110494713	110495100	q13	RPL22P11
2	110550335	110615272	q13	RGPD5
2	110656005	110677180	q13	LIMS3
2	110741635	110742565	q13	GPAA1P1
2	110744516	110745971	q13	ZBTB45P1
2	110744640	110753717	q13	LINC01123
2	110827538	110827619	q13	MIR4267
2	110841447	110874143	q13	MALL
2	110844010	110844100	q13	MIR4436B1
2	110844010	110844100	q13	MIR4436B2
2	110879888	110962643	q13	NPHP1
2	110879888	110962643	q13	NPHP1
2	110879888	110962643	q13	NPHP1
2	110969106	111002997	q13	LINC00116
2	111042430	111042520	q13	MIR4436B1
2	111042430	111042520	q13	MIR4436B2
2	111132715	111142019	q13	LINC01106
2	111140689	111142219	q13	ZBTB45P2
2	111222628	111230511	q13	LIMS3L
2	111271389	111334762	q13	RGPD6
2	111395275	111435691	q13	BUB1
2	111490150	111875799	q13	ACOXL
2	111725411	111726296	q13	RPL5P9
2	111876955	111926024	q13	BCL2L11
2	111953927	112252677	q13	MIR4435-1HG
2	112053206	112053623	q13	RPS14P4
2	112078589	112078668	q13	MIR4435-1
2	112078589	112078668	q13	MIR4435-2
2	112523848	112642267	q13	ANAPC1
2	112528638	112528711	q13	MIR4771-1
2	112528638	112528711	q13	MIR4771-2
2	112656056	112787138	q13	MERTK
2	112687752	112688041	q13	RN7SL297P
2	112812800	112876895	q13	TMEM87B
2	112895962	112945791	q13	FBLN7
2	112969102	113012713	q13	ZC3H8
2	113033171	113097640	q13	ZC3H6
2	113127669	113192065	q13	RGPD8
2	113239731	113299316	q13	TTL
2	113299492	113334635	q13	POLR1B
2	113341817	113346852	q13	CHCHD5
2	113403434	113421404	q13	SLC20A1
2	113479063	113500456	q13	NT5DC4
2	113493930	113522254	q13	CKAP2L
2	113531492	113542167	q13	IL1A
2	113587328	113594480	q13	IL1B
2	113670548	113676459	q13	IL37
2	113730780	113743242	q13	IL36G
2	113738743	113739011	q13	HMGN2P23
2	113763038	113765621	q13	IL36A
2	113779668	113810444	q13	IL36B
2	113816215	113822959	q13	IL36RN
2	113825547	113833427	q13	IL1F10
2	113844382	113844488	q13	RNU6-1180P
2	113864791	113891593	q13	IL1RN
2	113864791	113891593	q13	IL1RN
2	113914902	113966973	q13	PSD4
2	113969099	114034158	q13	PAX8-AS1
2	113973574	114036527	q13	PAX8
2	114163973	114164486	q13	IGKV1OR2-108
2	114195268	114253766	q13	CBWD2
2	114256661	114258728	q13	FOXD4L1
2	114334959	114336429	q13	FAM138B
2	114340536	114340673	q13	MIR1302-3
2	114341664	114356655	q13	WASH2P
2	114356606	114359144	q13	DDX11L2
2	114368079	114384667	q13	RPL23AP7
2	114384806	114400973	q13	RABL2A
2	114438688	114438794	q14.1	RNU6-744P
2	114462588	114514400	q14.1	SLC35F5
2	114478867	114478945	q14.1	MIR4782
2	114647537	114720173	q14.1	ACTR3
2	115017627	115018803	q14.1	SEPHS1P7
2	115177702	115177879	q14.1	RNU2-41P
2	115199876	116603328	q14.1	DPP10
2	115586009	115591125	q14.1	DPP10-AS3
2	115591407	115593165	q14.1	DPP10-AS2
2	115888512	115918920	q14.1	DPP10-AS1
2	116225632	116226514	q14.1	RPSAP23
2	117781494	117782443	q14.1	MTND1P28
2	117782653	117783694	q14.1	MTND2P21
2	117897291	117897351	q14.1	RNU7-190P
2	118572226	118589955	q14.1	DDX18
2	118617003	118692518	q14.1	HTR5BP
2	118673054	118771709	q14.1	CCDC93
2	118773958	118774243	q14.1	RN7SL111P
2	118846028	118868573	q14.2	INSIG2
2	119599747	119605254	q14.2	EN1
2	119699742	119752236	q14.2	MARCO
2	119913819	119916465	q14.2	C1QL2
2	119927398	119927691	q14.2	RN7SL468P
2	119981384	120023228	q14.2	STEAP3
2	120001998	120006647	q14.2	STEAP3-AS1
2	120059801	120124404	q14.2	C2orf76
2	120124497	120130126	q14.2	DBI
2	120187477	120196096	q14.2	TMEM37
2	120197419	120282070	q14.2	SCTR
2	120436743	120444083	q14.2	TMEM177
2	120517207	120741394	q14.2	PTPN4
2	120770581	120936695	q14.2	EPB41L5
2	120970511	120970851	q14.2	MTND3P10
2	120971207	120972565	q14.2	MTND4P26
2	120972757	120974855	q14.2	MTND5P28
2	120978854	120980984	q14.2	TMEM185B
2	120997640	121052289	q14.2	RALB
2	121103719	121109384	q14.2	INHBB
2	121221911	121223697	q14.2	LINC01101
2	121493199	121750229	q14.2	GLI2
2	121974163	122042783	q14.2	TFCP2L1
2	122095352	122407163	q14.3	CLASP1
2	122288457	122288583	q14.2	RNU4ATAC
2	122407226	122485784	q14.3	NIFK-AS1
2	122416051	122416549	q14.3	RPL12P15
2	122466088	122466691	q14.3	NPM1P32
2	122484521	122494499	q14.3	NIFK
2	122494679	122525429	q14.3	TSN
2	124626833	124627147	q14.3	RN7SKP102
2	124782864	125672864	q14.3	CNTNAP5
2	125438299	125438493	q14.3	MTND5P22
2	125690492	125690597	q14.3	RNA5SP102
2	125746796	125746902	q14.3	RNU6-259P
2	127315012	127315739	q14.3	YWHAZP2
2	127413509	127454246	q14.3	GYPC
2	127413509	127454246	q14.3	GYPC
2	127460415	127460518	q14.3	RNU6-675P
2	127774997	127775058	q14.3	RNU7-182P
2	127805603	127864931	q14.3	BIN1
2	127927587	127927807	q14.3	NIFKP9
2	127941696	127977654	q14.3	CYP27C1
2	128014866	128051752	q14.3	ERCC3
2	128014866	128051752	q14.3	ERCC3
2	128056306	128146041	q14.3	MAP3K2
2	128074449	128074555	q14.3	RNU6-1147P
2	128176003	128186822	q14.3	PROC
2	128176003	128186822	q14.3	PROC
2	128181113	128181194	q14.3	MIR4783
2	128193783	128284462	q14.3	IWS1
2	128229810	128229991	q14.3	RNU4-48P
2	128293378	128395304	q14.3	MYO7B
2	128395956	128439360	q14.3	LIMS2
2	128403439	128410213	q14.3	GPR17
2	128458596	128568761	q14.3	WDR33
2	128458597	128461385	q14.3	SFT2D3
2	128556477	128556572	q14.3	RNY4P7
2	128602810	128602915	q14.3	RNU6-395P
2	128603840	128615731	q14.3	POLR2D
2	128619204	128643496	q14.3	AMMECR1L
2	128698791	128785694	q14.3	SAP130
2	128848774	128953251	q14.3	UGGT1
2	128879655	128879963	q14.3	RN7SL206P
2	128957475	128957769	q14.3	DYNLT3P2
2	128994290	129076151	q14.3	HS6ST1
2	129202655	129202772	q14.3	RNA5SP103
2	129276362	129276751	q14.3	ISCA1P6
2	130724165	130738039	q21.1	RAB6C-AS1
2	130737235	130740311	q21.1	RAB6C
2	130748029	130808704	q21.1	FAR2P1
2	130763773	130766696	q21.1	ARHGAP42P2
2	130794531	130795995	q21.1	KLF2P1
2	130805999	130807013	q21.1	CYP4F27P
2	130831108	130886795	q21.1	POTEF
2	130866777	130866883	q21.1	RNU6-1049P
2	130887194	130896990	q21.1	MED15P9
2	130896860	130902707	q21.1	CCDC74B
2	130908981	130940323	q21.1	SMPD4
2	130939310	130948302	q21.1	MZT2B
2	130949318	130956034	q21.1	TUBA3E
2	130970443	130971063	q21.1	RHOQP3
2	131009141	131010132	q21.1	MED15P5
2	131028169	131029845	q21.1	MTND1P29
2	131030052	131031084	q21.1	MTND2P22
2	131034080	131034760	q21.1	MTATP6P7
2	131036330	131037683	q21.1	MTND4P27
2	131037872	131039678	q21.1	MTND5P29
2	131039658	131040179	q21.1	MTND6P8
2	131095814	131099922	q21.1	CCDC115
2	131099798	131105383	q21.1	IMP4
2	131113580	131132982	q21.1	PTPN18
2	131174328	131188936	q21.1	FAR2P2
2	131185304	131186798	q21.1	KLF2P2
2	131187400	131199048	q21.1	CYP4F62P
2	131217028	131267239	q21.1	POTEI
2	131255316	131255422	q21.1	RNU6-473P
2	131278770	131285579	q21.1	CFC1B
2	131350339	131357123	q21.1	CFC1
2	131350339	131357123	q21.1	CFC1
2	131350339	131357123	q21.1	CFC1
2	131369054	131415664	q21.1	POTEJ
2	131380411	131380517	q21.1	RNU6-848P
2	131437623	131449264	q21.1	CYP4F30P
2	131447706	131476404	q21.1	FAR2P3
2	131449816	131451343	q21.1	KLF2P3
2	131486643	131487909	q21.1	GPR148
2	131513008	131525707	q21.1	AMER3
2	131534219	131534530	q21.1	CYCSP8
2	131594489	131804836	q21.1	ARHGEF4
2	131805449	131851033	q21.1	FAM168B
2	131862420	132111282	q21.1	PLEKHB2
2	131935191	131936519	q21.1	NEK2P4
2	131947407	131955066	q21.1	NF1P8
2	131958715	131960514	q21.1	MED15P8
2	131975882	132022965	q21.1	POTEE
2	131987180	131987286	q21.1	RNU6-127P
2	132044330	132050127	q21.1	CYP4F31P
2	132046326	132066641	q21.1	FAR2P4
2	132056793	132058017	q21.1	KLF2P4
2	132085749	132088430	q21.1	ARHGAP42P1
2	132127358	132127874	q21.1	MTND6P10
2	132127994	132129648	q21.1	MTND5P23
2	132129867	132131223	q21.1	MTND4P21
2	132138489	132139163	q21.1	MTATP6P4
2	132142034	132143063	q21.1	MTND2P18
2	132143273	132143810	q21.1	MTND1P26
2	132152790	132153115	q21.1	MED15P3
2	132160474	132166622	q21.1	LINC01120
2	132181374	132182440	q21.1	GNAQP1
2	132218533	132219150	q21.1	RHOQP2
2	132222473	132250316	q21.1	MZT2A
2	132233666	132240507	q21.1	TUBA3D
2	132248733	132248809	q21.1	MIR4784
2	132285248	132291239	q21.1	CCDC74A
2	132292760	132294561	q21.1	MED15P4
2	132349325	132384839	q21.1	POTEKP
2	132360363	132360469	q21.1	RNU6-617P
2	132394598	132407188	q21.1	LINC01087
2	132404277	132405945	q21.1	GRAMD4P8
2	132479948	132524973	q21.1	C2orf27A
2	132552534	132559234	q21.2	C2orf27B
2	132632204	132632480	q21.2	RN7SL701P
2	132905164	133015542	q21.2	ANKRD30BL
2	132909816	132909922	q21.2	RNU6-1132P
2	133010727	133010878	q21.2	RNA5-8SP5
2	133014539	133014653	q21.2	MIR663B
2	133019901	133020615	q21.2	CDC27P1
2	133066882	133076309	q21.2	ZNF806
2	133110240	133112412	q21.2	FAM201B
2	133164325	133164431	q21.2	RNU6-175P
2	133174147	133404132	q21.2	GPR39
2	133246127	133246661	q21.2	YBX1P7
2	133281190	133281509	q21.2	RN7SKP103
2	133402426	133429152	q21.2	LYPD1
2	133429374	134326034	q21.2	NCKAP5
2	134091401	134091502	q21.2	RNU6-579P
2	134148681	134148970	q21.2	RN7SKP154
2	134189237	134191468	q21.2	NCKAP5-IT1
2	134353662	134353970	q21.2	RN7SKP93
2	134877554	135212192	q21.2	MGAT5
2	134884696	134884763	q21.2	MIR3679
2	134988766	134988883	q21.2	RNA5SP104
2	135213330	135476570	q21.3	TMEM163
2	135493034	135676280	q21.3	CCNT2-AS1
2	135596117	135659604	q21.3	ACMSD
2	135615390	135615443	q21.3	MIR5590
2	135675805	135716912	q21.3	CCNT2
2	135722061	135805038	q21.3	MAP3K19
2	135809835	135933964	q21.3	RAB3GAP1
2	135894486	136288806	q21.3	ZRANB3
2	136289025	136482840	q21.3	R3HDM1
2	136414047	136414149	q21.3	RNU6-512P
2	136422967	136423048	q21.3	MIR128-1
2	136499189	136542625	q21.3	UBXN4
2	136545410	136594750	q21.3	LCT
2	136597196	136633996	q21.3	MCM6
2	136664247	136743670	q21.3	DARS
2	136871919	136875735	q22.1	CXCR4
2	136956684	136958073	q22.1	HNRNPKP2
2	137087011	137087483	q22.1	UBBP1
2	137147902	137148239	q22.1	RN7SKP141
2	137523115	138435287	q22.1	THSD7B
2	138269668	138269780	q22.1	RNA5SP105
2	138721590	138773930	q22.1	HNMT
2	139045599	139046363	q22.1	YWHAEP5
2	139259371	139331117	q22.1	SPOPL
2	139428342	139537918	q22.1	NXPH2
2	139621167	139621465	q22.1	RN7SKP286
2	139654721	139655668	q22.1	YY1P2
2	139659003	139660317	q22.1	AHCYP4
2	140426116	140426874	q22.1	MRPS18BP2
2	140740253	140740553	q22.1	RN7SL283P
2	140975220	140977937	q22.1	MTND2P19
2	140978153	140979054	q22.1	MTND1P27
2	140988992	142889270	q22.2	LRP1B
2	141924826	141924926	q22.1	RNU6-904P
2	143635067	143799890	q22.2	KYNU
2	143848931	144525921	q22.2	ARHGAP15
2	143851802	143852284	q22.2	MTND6P11
2	143852358	143854124	q22.2	MTND5P24
2	143854408	143855576	q22.2	MTND4P22
2	143856053	143856398	q22.2	MTND3P9
2	144695635	145090135	q22.3	GTDC1
2	145141648	145282147	q22.3	ZEB2
2	145275664	145279058	q22.3	ZEB2-AS1
2	145425534	145940216	q22.3	TEX41
2	146094798	146095625	q22.3	RPL6P5
2	146902724	146902785	q22.3	RNU7-2P
2	146951864	146952389	q22.3	RPL17P12
2	147345012	147346878	q22.3	PABPC1P2
2	148165910	148166016	q22.3	RNU6-692P
2	148253006	148253108	q22.3	RNU6-715P
2	148471024	148471123	q22.3	RNA5SP106
2	148602086	148688393	q22.3	ACVR2A
2	148634991	148635097	q22.3	RNU6-1275P
2	148687968	148779147	q23.1	ORC4
2	148778580	149275805	q23.1	MBD5
2	149402009	149545130	q23.1	EPC2
2	149583260	149583404	q23.1	RNU2-9P
2	149621133	149621373	q23.1	UBBP3
2	149632819	149883273	q23.1	KIF5C
2	149632819	149889353	q23.1	KIF5C
2	149894621	150071776	q23.1	LYPD6B
2	149925110	149925424	q23.2	TXNP5
2	150177107	150177950	q23.2	FAM8A3P
2	150186499	150330662	q23.2	LYPD6
2	150426148	150444330	q23.2	MMADHC
2	150467182	150467288	q23.2	RNU6-601P
2	151324709	151395525	q23.3	RND3
2	152042702	152043109	q23.3	FABP5P10
2	152104454	152118393	q23.3	RBM43
2	152126979	152146571	q23.3	NMI
2	152214106	152236560	q23.3	TNFAIP6
2	152224848	152224925	q23.3	MIR4773-1
2	152224848	152224925	q23.3	MIR4773-2
2	152228517	152228798	q23.3	RN7SL124P
2	152266397	152364527	q23.3	RIF1
2	152341850	152591001	q23.3	NEB
2	152645498	152685006	q23.3	ARL5A
2	152689290	152955593	q23.3	CACNB4
2	152689290	152955593	q23.3	CACNB4
